1	277
2	144
3	144
4	621
5	621
6	700
7	700
8	2303
9	2303
10	2628
11	2628
12	2568
13	2568
14	348
15	348
16	66
17	66
18	244
19	244
20	123
21	123
22	2629
23	2629
24	697
25	697
26	6579
27	6579
28	1179
29	1179
30	2480
31	2480
32	5660
33	5660
34	6283
35	6283
36	2075
37	2075
38	2154
39	2154
40	70
41	70
42	1692
43	1692
44	19557
45	19557
46	814
47	814
48	716
49	716
50	578
51	578
52	1249
53	1249
54	16664
55	16664
56	570
57	570
58	271
59	271
60	977
61	977
62	932
63	4958
64	230
65	1697
66	1958
67	968
68	1564
69	2214
70	2368
71	7337
72	147
73	1172
74	2597
75	667
76	525
77	691
78	5186
79	769
80	681
81	1255
82	30168
83	113
84	273
85	417
86	1956
87	56
88	409
89	1132
90	682
91	2075
92	6099
93	747
94	538
95	993
96	862
97	71
98	1337
99	877
100	878
101	544
102	676
103	702
104	798
105	905
106	577
107	88
108	502
109	406
110	843
111	678
112	1144
113	60
114	905
115	860
116	1088
117	527
118	923
119	254
120	1106
121	3108
122	651
123	665
124	4450
125	1252
126	486
127	571
128	2334
129	2042
130	691
131	349
132	292
133	914
134	605
135	1120
136	9536
137	622
138	679
139	259
140	879
141	987
142	1303
143	262
144	364
145	606
146	1108
147	416
148	56
149	1269
150	622
151	509
152	311
153	576
154	153
155	376
156	54
157	4450
158	677
159	293
160	552
161	381
162	106597
163	677
164	820
165	1335
166	790
167	981
168	2801
169	358
170	527
171	6823
172	4537
173	8558
174	9194
175	1531
176	201
177	997
178	2901
179	1474
180	1615
181	68
182	1373
183	4450
184	1426
185	1031
186	4888
187	1292
188	635
189	1009
190	192
191	702
192	745
193	5601
194	1013
195	6876
196	895
197	102
198	830
199	8246
200	277
201	277
202	277
203	277
204	277
205	509
206	3330
207	708
208	7187
209	711
210	966
211	2935
212	171
213	476
214	6810
215	852
216	244
217	577
218	1064
219	625
220	769
221	3129
222	8
223	1051
224	1470
225	2370
226	2819
227	894
228	1010
229	5847
230	3051
231	2337
232	2000
233	172
234	388
235	2545
236	562
237	4889
238	435
239	640
240	3780
241	13744
242	487
243	682
244	847
245	524
246	2743
247	998
248	1477
249	1561
250	370
251	100
252	256
253	2021
254	1053
255	1594
256	1051
257	347
258	1237
259	3107
260	686
261	3414
262	3221
263	7491
264	939
265	2703
266	1256
267	1116
268	2420
269	217
270	160
271	571
272	475
273	2743
274	2460
275	246
276	1328
277	816
278	3284
279	734
280	1592
281	217
282	787
283	1010
284	3069
285	1177
286	567
287	4157
288	5449
289	176
290	141
291	349
292	489
293	243
294	612
295	240
296	1875
297	1185
298	6412
299	244
300	2845
301	3188
302	2758
303	1007
304	840
305	1185
306	443
307	1972
308	914
309	1768
310	2247
311	3868
312	625
313	2810
314	1357
315	2722
316	625
317	4891
318	418
319	2002
320	2156
321	911
322	892
323	8794
324	1276
325	298
326	578
327	91
328	533
329	1922
330	1480
331	1366
332	635
333	907
334	635
335	635
336	640
337	617
338	1485
339	270
340	6467
341	358
342	204
343	3046
344	9617
345	257
346	771
347	883
348	183
349	8853
350	561
351	2447
352	75
353	668
354	6519
355	1769
356	5508
357	1637
358	6737
359	686
360	248
361	844
362	510
363	478
364	711
365	276
366	251
367	574
368	281
369	1017
370	1200
371	1359
372	3520
373	1350
374	332
375	652
376	251
377	385
378	11883
379	254
380	780
381	248
382	246
383	299
384	290
385	305
386	253
387	1579
388	295
389	274
390	271
391	246
392	247
393	862
394	251
395	258
396	251
397	250
398	1054
399	259
400	2465
401	5502
402	610
403	326
404	332
405	1635
406	1137
407	397
408	812
409	454
410	581
411	517
412	540
413	544
414	568
415	630
416	337
417	326
418	2860
419	352
420	431
421	1015
422	8853
423	6793
424	693
425	354
426	4922
427	3319
428	5323
429	5323
430	347
431	1029
432	8408
433	8371
434	261
435	862
436	6412
437	2525
438	4670
439	546
440	410
441	1960
442	2356
443	514
444	2373
445	1603
446	327
447	607
448	9617
449	210
450	2030
451	1017
452	395
453	2220
454	2223
455	2910
456	2417
457	2524
458	1475
459	1615
460	925
461	1003
462	415
463	2224
464	83
465	6791
466	2103
467	3655
468	663
469	521
470	2274
471	2503
472	2496
473	2551
474	995
475	265
476	2561
477	422
478	3078
479	219
480	4054
481	2087
482	2437
483	400
484	3370
485	3341
486	2670
487	270
488	652
489	926
490	2204
491	2190
492	289
493	591
494	1607
495	851
496	1473
497	461
498	1587
499	236
500	332
501	2818
502	563
503	534
504	901
505	1117
506	3042
507	17581
508	2401
509	1077
510	1676
511	1383
512	4528
513	1021
514	7338
515	1207
516	867
517	867
518	121
519	584
520	1024
521	977
522	737
523	19
524	1528
525	4780
526	388
527	523
528	957
529	7954
530	585
531	547
532	483
533	1814
534	1221
535	2007
536	3374
537	263
538	573
539	512
540	669
541	569
542	583
543	394
544	1000
545	1879
546	7352
547	2133
548	3044
549	6
550	9390
551	11030
552	1056
553	91
554	908
555	92
556	1761
557	365
558	483
559	1870
560	293
561	311
562	102
563	6291
564	970
565	1310
566	502
567	346
568	406
569	273
570	1473
571	310
572	3114
573	798
574	289
575	279
576	493
577	1033
578	777
579	1348
580	5443
581	5443
582	953
583	5443
584	5443
585	385
586	142
587	5443
588	5443
589	5443
590	200
591	107
592	5443
593	5443
594	888
595	762
596	1902
597	1102
598	331
599	338
600	1472
601	1472
602	3968
603	2415
604	476
605	2856
606	1084
607	1392
608	1654
609	2418
610	666
611	191
612	834
613	5443
614	278
615	5443
616	837
617	5443
618	4731
619	7518
620	695
621	177
622	1409
623	1310
624	908
625	2046
626	1884
627	1628
628	799
629	45606
630	1868
631	1102
632	7686
633	2814
634	230
635	2349
636	436
637	2046
638	2683
639	669
640	536
641	2080
642	580
643	580
644	460
645	1276
646	7535
647	149
648	3100
649	804
650	886
651	1479
652	1051
653	2017
654	616
655	3210
656	296
657	390
658	7507
659	3403
660	688
661	1890
662	1321
663	1620
664	1637
665	1214
666	4930
667	271
668	1366
669	307
670	470
671	1894
672	294
673	8573
674	1229
675	575
676	46338
677	3004
678	1256
679	8715
680	1413
681	2014
682	1424
683	1402
684	1861
685	850
686	1346
687	1739
688	628
689	873
690	561
691	622
692	484
693	1256
694	723
695	145
696	1713
697	8287
698	1346
699	2370
700	1295
701	1333
702	1279
703	1479
704	1607
705	1200
706	1915
707	313
708	599
709	2014
710	2666
711	4930
712	7758
713	968
714	298
715	459
716	8602
717	855
718	249
719	867
720	278
721	4100
722	475
723	1053
724	8573
725	1256
726	312781
727	329
728	1861
729	4006
730	808
731	1256
732	732
733	545
734	1718
735	222
736	468
737	1018
738	247
739	1958
740	1410
741	1406
742	220
743	263
744	285
745	1336
746	257
747	265
748	266
749	893
750	248
751	254
752	1131
753	254
754	643
755	260
756	212
757	3646
758	533
759	213
760	860
761	873
762	479
763	1291
764	212
765	290
766	582
767	4017
768	309
769	2292
770	1131
771	279
772	645
773	830
774	1255
775	930
776	842
777	307
778	1213
779	213
780	684
781	1892
782	813
783	846
784	364
785	3939
786	564
787	1435
788	1208
789	605
790	774
791	2893
792	4198
793	930
794	1206
795	636
796	550
797	1007
798	926
799	1527
800	407
801	1824
802	1175
803	684
804	1255
805	1806
806	766
807	4149
808	701
809	181
810	733
811	1919
812	2911
813	8177
814	374
815	2437
816	669
817	485
818	5507
819	191
820	101
821	181
822	268
823	4293
824	11954
825	299
826	315
827	614
828	1678
829	2081
830	314
831	282
832	758
833	1120
834	862
835	580
836	11
837	553
838	477
839	6388
840	390
841	163
842	583
843	589
844	1353
845	1102
846	1924
847	4100
848	619
849	2026
850	7180
851	1512
852	983
853	522
854	1282
855	501
856	501
857	501
858	501
859	501
860	4557
861	2290
862	400
863	962
864	695
865	2294
866	669
867	2523
868	1220
869	1293
870	717
871	422
872	1338
873	1507
874	905
875	495
876	5420
877	495
878	19829
879	1075
880	763
881	825
882	362
883	2663
884	894
885	1210
886	1812
887	1094
888	1143
889	742
890	497
891	503
892	296
893	844
894	1398
895	1188
896	2239
897	1197
898	2395
899	2879
900	147
901	1841
902	966
903	1103
904	967
905	983
906	2400
907	995
908	259
909	9910
910	1266
911	915
912	148
913	2199
914	259
915	2206
916	987
917	2671
918	204
919	931
920	682
921	1030
922	3297
923	625
924	281
925	841
926	6905
927	164
928	218
929	2029
930	281
931	1841
932	2477
933	703
934	15714
935	932
936	2702
937	988
938	1780
939	118
940	831
941	682
942	547
943	899
944	655
945	1016
946	4679
947	11891
948	2073
949	1799
950	629
951	1094
952	1664
953	1889
954	814
955	814
956	1068
957	1005
958	1227
959	3561
960	443
961	271
962	274
963	116
964	8316
965	427
966	682
967	2329
968	2456
969	1090
970	156
971	851
972	733
973	6063
974	1068
975	7267
976	157
977	232
978	250
979	422
980	341
981	1431
982	385
983	1107
984	1328
985	1456
986	430
987	202
988	2026
989	2026
990	2026
991	2026
992	2026
993	2026
994	2026
995	2026
996	2026
997	2026
998	1656
999	648
1000	1086
1001	5388
1002	2740
1003	2085
1004	648
1005	648
1006	5388
1007	625
1008	6334
1009	5388
1010	404
1011	2583
1012	1631
1013	1125
1014	1812
1015	3313
1016	2342
1017	1218
1018	808
1019	808
1020	808
1021	808
1022	1310
1023	2935
1024	1671
1025	2592
1026	561
1027	2935
1028	1671
1029	1290
1030	3050
1031	958
1032	2597
1033	5236
1034	946
1035	1565
1036	1420
1037	273
1038	195
1039	1742
1040	229
1041	1909
1042	1678
1043	952
1044	684
1045	1265
1046	9426
1047	5533
1048	747
1049	768
1050	666
1051	2806
1052	708
1053	243
1054	534
1055	540
1056	1441
1057	1212
1058	776
1059	1935
1060	2283
1061	1290
1062	1004
1063	1031
1064	1031
1065	534
1066	1031
1067	1031
1068	1392
1069	476
1070	1261
1071	2795
1072	1282
1073	1852
1074	765
1075	907
1076	907
1077	907
1078	907
1079	985
1080	758
1081	1192
1082	1006
1083	1254
1084	1106
1085	5249
1086	9572
1087	1238
1088	907
1089	907
1090	1253
1091	919
1092	822
1093	909
1094	1266
1095	907
1096	1319
1097	1254
1098	1254
1099	907
1100	20833
1101	769
1102	819
1103	1615
1104	1478
1105	3223
1106	418
1107	2318
1108	807
1109	416
1110	416
1111	1447
1112	424
1113	11046
1114	263
1115	858
1116	1814
1117	1175
1118	2202
1119	2174
1120	985
1121	2045
1122	2204
1123	2274
1124	2210
1125	2197
1126	1997
1127	1635
1128	1587
1129	995
1130	477
1131	250
1132	9161
1133	851
1134	1109
1135	2960
1136	5604
1137	259
1138	477
1139	1109
1140	2717
1141	804
1142	33270
1143	433
1144	4711
1145	418
1146	667
1147	550
1148	418
1149	1857
1150	1175
1151	1181
1152	2666
1153	477
1154	9162
1155	1195
1156	16171
1157	6333
1158	232
1159	255
1160	4665
1161	2706
1162	825
1163	374
1164	1428
1165	517
1166	1315
1167	1051
1168	894
1169	1180
1170	2882
1171	1725
1172	1974
1173	2493
1174	2548
1175	986
1176	769
1177	3129
1178	11112
1179	2482
1180	3070
1181	508
1182	471
1183	794
1184	794
1185	794
1186	202
1187	547
1188	2373
1189	591
1190	2497
1191	227
1192	2285
1193	794
1194	770
1195	770
1196	3393
1197	191
1198	3390
1199	4439
1200	828
1201	326
1202	1466
1203	2476
1204	2531
1205	3280
1206	1721
1207	189
1208	1528
1209	1078
1210	8377
1211	363
1212	3188
1213	2590
1214	575
1215	347
1216	482
1217	345
1218	946
1219	491
1220	2680
1221	7337
1222	840
1223	2928
1224	1827
1225	1107
1226	210
1227	269
1228	553
1229	488
1230	3543
1231	5801
